Variable,Country,Correlation
contplt,IE,0.014336913919094467
donprty,IE,0.03152902889973853
sgnptit,IE,0.032751155316536475
pbldmna,IE,0.02904066484176235
bctprd,IE,0.021971256026751894
pstplonl,IE,0.018395709748794852
volunfp,IE,-0.02154025464822178
lrscale,IE,0.1575445862522817
stfeco,IE,0.32203377896116053
stfgov,IE,0.27550652660859754
stfdem,IE,0.23974011128887426
stfedu,IE,0.18933201679155268
stfhlth,IE,0.21011479816575615
gincdif,IE,0.04469771067914965
freehms,IE,-0.10336337290163627
hmsfmlsh,IE,0.08365326226536575
hmsacld,IE,-0.021717456356865585
euftf,IE,0.10407118338953548
lrnobed,IE,-0.08838595933245097
imsmetn,IE,-0.08460174923027666
imdfetn,IE,-0.11938209953120116
impcntr,IE,-0.10534814086896989
imbgeco,IE,0.16143919127196557
imueclt,IE,0.1401462451568839
imwbcnt,IE,0.16275052870169868
happy,IE,0.650097891728313
inprdsc,IE,0.12605359004656916
sclact,IE,0.1359392675627249
crmvct,IE,0.05781916136412482
aesfdrk,IE,-0.11821571706680574
hlthhmp,IE,0.1815343405167268
atchctr,IE,0.223298415494072
rlgblg,IE,-0.04172665700444067
rlgatnd,IE,-0.07825457494472539
pray,IE,-0.0739686400143283
dscrgrp,IE,0.08432639015339086
dscrrce,IE,-0.038969551042239
dscrage,IE,0.00026602423597691787
dscrgnd,IE,-0.0267834627301097
dscrntn,IE,-0.0061261622912067324
dscretn,IE,-0.030605053478127357
dscrdk,IE,0.007625749061630011
dscrref,IE,-0.032612869102812685
dscrnap,IE,0.08361502691169556
dscrsex,IE,-0.01861646308110199
ctzcntr,IE,-0.027074677472127755
brncntr,IE,0.0053624266354317185
livecnta,IE,0.04847713501329098
feethngr,IE,-0.05437774910756471
ccnthum,IE,0.0379724584762103
ccrdprs,IE,0.11673485351149814
wrclmch,IE,0.02605840991658136
vteurmmb,IE,-0.15176755108287818
vteubcmb,IE,
ctrlife,IE,0.4130078150535767
etfruit,IE,-0.0709809588783887
eatveg,IE,-0.11425928656605969
dosprt,IE,0.0833499584829887
cgtsmok,IE,0.12119763987587306
alcfreq,IE,-0.042163163250893726
alcbnge,IE,0.0019660239326674323
height,IE,0.024175631649248783
weighta,IE,0.010066722223951148
icgndra,IE,0.0057405579984895596
medtrnp,IE,-0.10979938937392816
medtrnt,IE,0.020749890406191237
medtroc,IE,-0.024815571068792133
medtrnl,IE,-0.06627758139710198
medtrwl,IE,-0.0990943265610902
medtrna,IE,
hlpfmly,IE,-0.01229128817498361
hlpfmhr,IE,0.0274109517901088
trhltacu,IE,-0.05263954042631593
trhltacp,IE,-0.016140573594921985
trhltcm,IE,-0.009035598147025462
trhltch,IE,-0.004737804734302916
trhltos,IE,-0.005323503868655986
trhltho,IE,-0.017183551649814992
trhltht,IE,-0.02445796806386644
trhlthy,IE,0.011574925774317764
trhltmt,IE,-0.023211212636995597
trhltpt,IE,0.012926071401364283
trhltre,IE,-0.032061188045428
trhltsh,IE,-0.001233181279300751
fltdpr,IE,-0.31750909331568383
flteeff,IE,-0.24425450468186571
slprl,IE,-0.16900260804726475
wrhpp,IE,0.3502347386203675
fltlnl,IE,-0.2910627066160538
enjlf,IE,0.39230554461547074
fltsd,IE,-0.2842803744027753
cldgng,IE,-0.2846737496111162
hltprhc,IE,-0.04762032502006324
hltprhb,IE,0.030779429553484408
hltprbp,IE,-0.04253509327359085
hltpral,IE,-0.01359953462099912
hltprbn,IE,-0.04578624029107212
hltprpa,IE,0.01105968501799947
hltprpf,IE,-0.008005653649517925
hltprsd,IE,-0.0650776076800817
hltprsc,IE,-0.03688076836029374
hltprsh,IE,-0.027891455211614874
hltprdi,IE,-0.0295082559184736
hltprnt,IE,0.015809389158520714
hltphhc,IE,-0.07673024832867432
hltphhb,IE,-0.041448810624427464
hltphbp,IE,-0.0667487233157141
hltphal,IE,0.001847693089506983
hltphbn,IE,-0.06971809188474051
hltphpa,IE,-0.03800099975210021
hltphpf,IE,-0.02894589314165522
hltphsd,IE,-0.08577088052001143
hltphsc,IE,-0.018656288490101102
hltphsh,IE,-0.043094007626134655
hltphdi,IE,-0.07339490898182942
hltphnt,IE,0.06658791651583684
hltphnap,IE,0.00153925856562785
hltphref,IE,-0.006572867529894179
hltphdk,IE,-0.04336343695727111
hltphna,IE,
hltprca,IE,0.04977824466216252
cancfre,IE,0.08837043298924026
cnfpplh,IE,0.17882590105826446
fnsdfml,IE,0.1421214829256065
jbexpvi,IE,-0.005907055391970573
jbexpti,IE,-0.04708792422010212
jbexpml,IE,-0.02988553048710283
jbexpmc,IE,-0.020334724979708237
jbexevl,IE,0.020019005115706586
jbexevh,IE,-0.026607428203513497
jbexevc,IE,-0.011450611430517909
jbexera,IE,-0.015486964485993245
jbexecp,IE,0.008686247709757407
jbexebs,IE,-0.016433637883310946
likrisk,IE,0.009011739238162113
liklead,IE,0.048158873075686046
sothnds,IE,0.09868753649389704
actcomp,IE,0.14589657018599794
mascfel,IE,0.008710836219303894
femifel,IE,0.012890125729942126
impbemw,IE,0.0652183310359977
trmedmw,IE,0.10155738231463768
trwrkmw,IE,0.038467881173924384
trplcmw,IE,0.05047550150011358
trmdcnt,IE,0.03492299728096313
trwkcnt,IE,0.015815617114930316
trplcnt,IE,0.153812472647058
eqwrkbg,IE,0.136248391384485
eqpolbg,IE,0.10149983711202251
eqmgmbg,IE,0.13919128194984537
eqpaybg,IE,0.1457597387321634
eqparep,IE,0.06013458934576378
eqparlv,IE,0.057286818158747393
freinsw,IE,0.0305081375558307
fineqpy,IE,-0.06299189228877725
wlespdm,IE,0.00639608911607622
hhmmb,IE,0.043305979381955344
gndr,IE,0.0007611252164109971
yrbrn,IE,-0.06637224296225577
rshpsts,IE,-0.08402673536786597
dvrcdeva,IE,0.10627311267338808
chldhhe,IE,-0.06008014280613465
domicil,IE,-0.011149246547016314
paccmoro,IE,-0.09917257486444844
paccdwlr,IE,-0.1275716994551573
pacclift,IE,-0.0861124726638012
paccnbsh,IE,-0.04577034832394286
paccocrw,IE,-0.0851655916496284
paccxhoc,IE,-0.07961589388633027
paccnois,IE,-0.06296743234405176
paccinro,IE,-0.05891912186579611
eisced,IE,0.04976274646977551
pdwrk,IE,0.011700508255933727
edctn,IE,-0.004296284501287629
uempli,IE,-0.06664776714390297
dsbld,IE,-0.1308306940536502
rtrd,IE,0.09830995189389662
hswrk,IE,0.015570172361684509
mainact,IE,-0.030350183944831775
pdjobev,IE,-0.08039171253730316
pdjobyr,IE,-0.08577932879684683
emplrel,IE,-0.011562127007213839
wrkctra,IE,-0.10266206868360113
jbspv,IE,-0.0566790891695252
wkdcorga,IE,0.12385996180171384
iorgact,IE,0.056859489280847726
wkhct,IE,0.02427190186780228
tporgwk,IE,-0.056574001116348915
eiscedf,IE,0.056841618953185465
emprelp,IE,0.0618528507478835
wkhtotp,IE,-0.01723061678637858
emprf14,IE,-0.0404496839255083
occf14b,IE,-0.08545794728768055
eiscedm,IE,0.03945165214459631
emprm14,IE,-0.027678682588248765
occm14b,IE,-0.08864113654533103
atncrse,IE,-0.00820931903395038
ipcrtiva,IE,-0.0770178030245925
impricha,IE,0.12814373797931178
ipeqopta,IE,-0.10739286211652893
ipshabta,IE,-0.01767048975214723
impsafea,IE,-0.06696625793956618
impdiffa,IE,-0.05960106298712465
ipfrulea,IE,-0.0020063645713030063
ipudrsta,IE,-0.08244443331493084
ipmodsta,IE,-0.01675423168225754
ipgdtima,IE,-0.06000566337022076
impfreea,IE,-0.12053478719858936
iphlppla,IE,-0.09254064453096848
ipsucesa,IE,-0.022047523864705897
ipstrgva,IE,-0.05937314853296927
ipadvnta,IE,-0.013128896566471896
ipbhprpa,IE,-0.08709119427232231
iprspota,IE,0.020404842646555642
iplylfra,IE,-0.1125051228418448
impenva,IE,-0.09343676278190947
imptrada,IE,-0.06586356895998544
impfuna,IE,-0.07624181084135163
respc19a,IE,0.003356573474557276
symtc19,IE,0.04265191716520585
symtnc19,IE,0.005322426563591847
hinctnta,IS,0.15059162541684265
ppltrst,IS,0.26594362186989867
sclmeet,IS,0.21662636583682957
health,IS,-0.3562102186588474
eduyrs,IS,-0.017490346497219048
uempla,IS,-0.06695198306668873
marsts,IS,-0.025134144743548907
agea,IS,0.11446870975969411
trstplc,IS,0.30621516483789823
trstprl,IS,0.21542277707407595
rlgdgr,IS,0.11997814339748127
wkhtot,IS,-0.058279915983639456
nwspol,IS,-0.043855944846688595
netusoft,IS,0.03365358346623905
netustm,IS,-0.03236935989754944
pplfair,IS,0.2678853109202578
pplhlp,IS,0.2676288921839972
polintr,IS,-0.035367483826645896
psppsgva,IS,0.08065238368046862
actrolga,IS,0.10681803708460508
psppipla,IS,0.09296145949941546
cptppola,IS,0.07827827197886475
trstlgl,IS,0.23306580137630026
trstplt,IS,0.22125124758720768
trstprt,IS,0.20334791761509283
trstep,IS,0.17411576827113606
trstun,IS,0.19333159669207703
vote,IS,-0.057869124026657275
contplt,IS,-0.048457099031733314
donprty,IS,0.05190732256096527
sgnptit,IS,0.027291814119037756
pbldmna,IS,0.03086407346948096
bctprd,IS,0.053233420749328575
pstplonl,IS,0.10161232201329204
volunfp,IS,-0.05260900565710953
lrscale,IS,0.18363688264885403
stfeco,IS,0.23888750600158384
stfgov,IS,0.24512667155207804
stfdem,IS,0.23605933814736932
stfedu,IS,0.25802394282552615
stfhlth,IS,0.21797977775382418
gincdif,IS,0.01062037812909913
freehms,IS,-0.06829691749217677
hmsfmlsh,IS,0.04606996743311373
hmsacld,IS,-0.05451483696837456
euftf,IS,0.0858329749806729
lrnobed,IS,-0.058808305339713325
imsmetn,IS,-0.015085884438220684
imdfetn,IS,-0.005242579080635393
impcntr,IS,-0.0123207875304815
imbgeco,IS,0.10228852152513629
imueclt,IS,0.05865657205304678
imwbcnt,IS,0.03865452484422059
happy,IS,0.7445076266840623
inprdsc,IS,0.1764450068937244
sclact,IS,0.2434984730502454
crmvct,IS,0.03818413102423448
aesfdrk,IS,-0.12341604662269282
hlthhmp,IS,0.2489747278523306
atchctr,IS,0.2546856948224709
rlgblg,IS,-0.05287902254861048
rlgatnd,IS,0.005556020467257901
pray,IS,-0.04613582448507228
dscrgrp,IS,0.20868633744661255
dscrrce,IS,-0.059102706560121815
dscrage,IS,-0.022392211458895257
dscrgnd,IS,-0.12646607776238553
dscrntn,IS,-0.10975128830451397
dscretn,IS,-0.14349738521817212
dscrdk,IS,0.017127900348713875
dscrref,IS,
dscrnap,IS,0.20842615214452337
dscrsex,IS,-0.14214057052408413
ctzcntr,IS,-0.0823755090293169
brncntr,IS,-0.07771803959021775
livecnta,IS,-0.018025728785023936
feethngr,IS,-0.10048350789513652
ccnthum,IS,-0.028873368930809867
ccrdprs,IS,0.1427986293411727
wrclmch,IS,-0.08998005555810959
vteurmmb,IS,
vteubcmb,IS,0.03243116550867617
ctrlife,IS,0.5056298060307947
etfruit,IS,-0.1732403390471551
eatveg,IS,-0.08754844709823305
dosprt,IS,0.13933430796428975
cgtsmok,IS,0.0968598744852678
alcfreq,IS,0.005626739912970828
alcbnge,IS,0.05091109441628471
height,IS,-0.058415961883157355
weighta,IS,0.00058242572606707
icgndra,IS,0.05375969912888518
medtrnp,IS,-0.15012526072884733
medtrnt,IS,-0.0464279359143344
medtroc,IS,-0.05157369935501081
medtrnl,IS,-0.03448113676855903
medtrwl,IS,-0.058574960642311935
medtrna,IS,
hlpfmly,IS,0.038752711990344066
hlpfmhr,IS,-0.05462538898474951
trhltacu,IS,0.009848318514631579
trhltacp,IS,0.035609776089634775
trhltcm,IS,-0.0015888868346897918
trhltch,IS,0.03586245145830313
trhltos,IS,0.036603569272723256
trhltho,IS,0.016475403066232033
trhltht,IS,-0.020449001852632754
trhlthy,IS,0.07542098590974747
trhltmt,IS,0.053653334275726446
trhltpt,IS,-0.05876038271408588
trhltre,IS,0.0011293510807666377
trhltsh,IS,-0.03197695243130651
fltdpr,IS,-0.5041549774515073
flteeff,IS,-0.39880413769738565
slprl,IS,-0.2245033414567841
wrhpp,IS,0.552802741291035
fltlnl,IS,-0.34364907975041137
enjlf,IS,0.5060462084443315
fltsd,IS,-0.4396014613698788
cldgng,IS,-0.340544486177273
hltprhc,IS,-0.030318254198459307
hltprhb,IS,-0.028936134610108796
hltprbp,IS,-0.06672875219073551
hltpral,IS,-0.10774136516991449
hltprbn,IS,-0.10442010405753355
hltprpa,IS,-0.07432595704728245
hltprpf,IS,-0.03547296502211367
hltprsd,IS,-0.19122550448470826
hltprsc,IS,-0.12035343172398306
hltprsh,IS,-0.15221472658706955
hltprdi,IS,-0.012222763486826922
hltprnt,IS,0.07813590512478996
hltphhc,IS,-0.08480981597896688
hltphhb,IS,-0.1295433490109664
hltphbp,IS,-0.0762091795991924
hltphal,IS,-0.1372452352190465
hltphbn,IS,-0.13981036336329009
hltphpa,IS,-0.10325037747312842
hltphpf,IS,-0.08996922714145301
hltphsd,IS,-0.11735342590306173
hltphsc,IS,-0.16886075628966235
hltphsh,IS,-0.18784638117704539
hltphdi,IS,-0.0832417778714268
hltphnt,IS,0.0846697161838539
hltphnap,IS,0.06690915515772006
hltphref,IS,
hltphdk,IS,
hltphna,IS,
hltprca,IS,-0.04210930974647325
cancfre,IS,-0.005874255167189708
cnfpplh,IS,0.12980823074911105
fnsdfml,IS,0.11409456261151092
jbexpvi,IS,-0.02943232815020329
jbexpti,IS,-0.13314721106400415
jbexpml,IS,-0.011219041108546383
jbexpmc,IS,-0.08041438291562056
jbexevl,IS,-0.07305280007187144
jbexevh,IS,-0.0947356866790694
jbexevc,IS,-0.13491800021701356
jbexera,IS,-0.00028965642690097627
jbexecp,IS,-0.08695223824299565
jbexebs,IS,-0.05078848369037119
likrisk,IS,0.024836307235587336
liklead,IS,0.17201896900063143
sothnds,IS,0.08148064717501072
actcomp,IS,0.15729206662059989
mascfel,IS,-0.0349497319024756
femifel,IS,0.04757520744167864
impbemw,IS,0.08855934738767171
trmedmw,IS,0.1047456239985562
trwrkmw,IS,0.029383544995016768
trplcmw,IS,0.12025978089237237
trmdcnt,IS,0.10369711631610203
trwkcnt,IS,0.04299733418521109
trplcnt,IS,0.10110247516780696
eqwrkbg,IS,0.010442053327493607
eqpolbg,IS,0.10155888098267637
eqmgmbg,IS,0.09947547712865215
eqpaybg,IS,0.048109832499492945
eqparep,IS,-0.026401943303142227
eqparlv,IS,0.024525616695276992
freinsw,IS,-0.038031657990488466
fineqpy,IS,0.049575458297846625
wlespdm,IS,-0.011861355931846979
hhmmb,IS,0.034325694877489946
gndr,IS,0.04037270695775377
yrbrn,IS,-0.11446870975969418
rshpsts,IS,-0.02451787621677745
dvrcdeva,IS,0.02787110562639723
chldhhe,IS,-0.17033701539668836
domicil,IS,0.03646350986371203
paccmoro,IS,-0.07379061381905823
paccdwlr,IS,-0.044736568872318264
pacclift,IS,-0.06560273399185032
paccnbsh,IS,0.0032608292152675853
paccocrw,IS,-0.14119717535287385
paccxhoc,IS,-0.15705133884621805
paccnois,IS,-0.12993394957629298
paccinro,IS,-0.12779616731418061
eisced,IS,0.05575764263351134
pdwrk,IS,0.04054584375111367
edctn,IS,-0.011422670253350262
uempli,IS,-0.1231294523791266
dsbld,IS,-0.19380723483198167
rtrd,IS,0.09541890986578577
hswrk,IS,0.06977248521572668
mainact,IS,-0.06812395675122124
pdjobev,IS,-0.008084504867957839
pdjobyr,IS,-0.0010134172890345048
emplrel,IS,0.0573709520517147
wrkctra,IS,-0.05780867255947412
jbspv,IS,-0.005299847447158703
wkdcorga,IS,0.1515635708160547
iorgact,IS,0.17592300708968983
wkhct,IS,-0.045523604269385905
tporgwk,IS,-0.0468396336516801
eiscedf,IS,-0.0903466347592739
emprelp,IS,-0.03210122671597962
wkhtotp,IS,-0.08524197457861796
emprf14,IS,0.02952717357487753
occf14b,IS,-0.010364947454863828
eiscedm,IS,-0.056804587950132504
emprm14,IS,0.06237102993082013
occm14b,IS,-0.0040616085641496285
atncrse,IS,-0.03904562120415465
ipcrtiva,IS,-0.0692502239155277
impricha,IS,0.04554254059221471
ipeqopta,IS,-0.026461602029045923
ipshabta,IS,0.02396941169553531
impsafea,IS,-0.007325666579648234
impdiffa,IS,-0.08168742404342569
ipfrulea,IS,-0.10267849409362723
ipudrsta,IS,-0.10194005024036988
ipmodsta,IS,0.06317009482173161
ipgdtima,IS,-0.20691645803077985
impfreea,IS,-0.10038652363351232
iphlppla,IS,-0.08394235114169496
ipsucesa,IS,0.03384777062195784
ipstrgva,IS,-0.0025438488915829867
ipadvnta,IS,-0.01008824653803385
ipbhprpa,IS,-0.049373054234965796
iprspota,IS,0.021092195371205522
iplylfra,IS,-0.08329251929168592
impenva,IS,-0.016659930212160175
imptrada,IS,-0.04815732693261061
impfuna,IS,-0.08201111554712609
respc19a,IS,-0.08476848707525118
symtc19,IS,0.12875999576396616
symtnc19,IS,0.08074251144158148
hinctnta,IT,0.24021729894495467
ppltrst,IT,0.14334714952136035
sclmeet,IT,0.20351831224712183
health,IT,-0.28947063033789916
eduyrs,IT,0.1611961331966207
uempla,IT,-0.12477443684031575
marsts,IT,0.16482365884025188
agea,IT,-0.16981394378459433
trstplc,IT,0.1520174900568323
trstprl,IT,0.18627135455847318
rlgdgr,IT,-0.03867598852299126
wkhtot,IT,0.08689870924572925
nwspol,IT,-0.060592745918977446
netusoft,IT,0.23351381384739173
netustm,IT,0.06786482756531836
pplfair,IT,0.13664021128558776
pplhlp,IT,0.1308005499045867
polintr,IT,-0.12925316918590812
psppsgva,IT,0.11176342518444471
actrolga,IT,0.12188626789415123
psppipla,IT,0.11235541826724964
cptppola,IT,0.13098181685457894
trstlgl,IT,0.14827365015891902
trstplt,IT,0.14375256266081732
trstprt,IT,0.12540532458843628
trstep,IT,0.19783485975541865
trstun,IT,0.1962791137035422
vote,IT,-0.26086977912255005
contplt,IT,-0.10564881713865515
donprty,IT,-0.04677929191391499
sgnptit,IT,-0.08105760792300962
pbldmna,IT,-0.06888626041599866
bctprd,IT,-0.017193981578415826
pstplonl,IT,-0.0628301370123504
volunfp,IT,-0.10166912121413588
lrscale,IT,0.07328578095977388
stfeco,IT,0.28247981073482326
stfgov,IT,0.21911611380173845
stfdem,IT,0.2166027878878227
stfedu,IT,0.1595280158046685
stfhlth,IT,0.13601970832203972
gincdif,IT,0.026252767096917304
freehms,IT,-0.21458128472595872
hmsfmlsh,IT,0.17926649053635593
hmsacld,IT,-0.12853082851284722
euftf,IT,0.10331824428454137
lrnobed,IT,-0.03594670600150349
imsmetn,IT,-0.1422803860866162
imdfetn,IT,-0.08472666311896954
impcntr,IT,-0.1200158937438287
imbgeco,IT,0.1321021207375059
imueclt,IT,0.07625916340124786
imwbcnt,IT,0.09421125795312013
happy,IT,0.6583789840823645
inprdsc,IT,0.10464505462930432
sclact,IT,0.2176450042537506
crmvct,IT,-0.0315544000400756
aesfdrk,IT,-0.17357068881441973
hlthhmp,IT,0.24260460470908904
atchctr,IT,0.276601794419281
rlgblg,IT,-0.026003690306074294
rlgatnd,IT,0.054940178432712566
pray,IT,0.03557508452777182
dscrgrp,IT,0.08126896065305093
dscrrce,IT,-0.04385638619389213
dscrage,IT,-0.041850130337815615
dscrgnd,IT,0.015384432090257909
dscrntn,IT,-0.09143287918884722
dscretn,IT,-0.0619323878511077
dscrdk,IT,0.0029991430941535002
dscrref,IT,
dscrnap,IT,0.0812254098853311
dscrsex,IT,0.001435495678023364
ctzcntr,IT,-0.10354181994275054
brncntr,IT,-0.07842391521940768
livecnta,IT,0.0844046126920137
feethngr,IT,-0.1385228212258579
ccnthum,IT,0.005960169844582439
ccrdprs,IT,0.1355669883702335
wrclmch,IT,0.04547167767292174
vteurmmb,IT,-0.11828711603470977
vteubcmb,IT,
ctrlife,IT,0.44066254636141355
etfruit,IT,-0.13022459450360277
eatveg,IT,-0.08248657854592281
dosprt,IT,0.17635829263244884
cgtsmok,IT,0.011580755716788875
alcfreq,IT,-0.1265450876063573
alcbnge,IT,0.030065734519108142
height,IT,0.11558392989386124
weighta,IT,0.013983719800452155
icgndra,IT,-0.0029499253853186615
medtrnp,IT,-0.05225260607684779
medtrnt,IT,-0.05214588123771828
medtroc,IT,-0.0019484560016878969
medtrnl,IT,-0.04363648832746597
medtrwl,IT,-0.07584428764524885
medtrna,IT,
hlpfmly,IT,-0.0022640946743768854
hlpfmhr,IT,-0.0021154826489377158
trhltacu,IT,0.0009671976439300881
trhltacp,IT,-0.004155611233130649
trhltcm,IT,-0.054787285212187946
trhltch,IT,-0.030038006622926616
trhltos,IT,-0.01733493596500187
trhltho,IT,-0.03827498441905385
trhltht,IT,0.0051666705177390426
trhlthy,IT,0.005196517842022031
trhltmt,IT,0.029023232312810496
trhltpt,IT,-0.04183132523744037
trhltre,IT,-0.03652306243135432
trhltsh,IT,0.007943471880224897
fltdpr,IT,-0.33608690634936944
flteeff,IT,-0.301189912166203
slprl,IT,-0.26333275580037774
wrhpp,IT,0.37130364577294056
fltlnl,IT,-0.34211412141824915
enjlf,IT,0.27968293411617623
fltsd,IT,-0.3405377994616214
cldgng,IT,-0.315189047832638
hltprhc,IT,-0.09704045511710087
hltprhb,IT,-0.06453026208426091
hltprbp,IT,-0.08438598488145427
hltpral,IT,-0.011445053228726982
hltprbn,IT,0.012749813295900308
hltprpa,IT,-0.025630731353704764
hltprpf,IT,-0.03664932539584269
hltprsd,IT,-0.04120006856217007
hltprsc,IT,-0.07329304270818877
hltprsh,IT,0.009426882017581642
hltprdi,IT,-0.06623591335271964
hltprnt,IT,0.04281251296819798
hltphhc,IT,-0.11817065719513624
hltphhb,IT,-0.1301596028541945
hltphbp,IT,-0.08926379551785411
hltphal,IT,-0.02640115302997664
hltphbn,IT,-0.06875534522503436
hltphpa,IT,-0.06423824037156639
hltphpf,IT,-0.07543844716071912
hltphsd,IT,-0.09563124965783334
hltphsc,IT,-0.029192043987430392
hltphsh,IT,-0.02682311708981313
hltphdi,IT,-0.09528169549769934
hltphnt,IT,0.07836279378669002
hltphnap,IT,0.050308899847162004
hltphref,IT,
hltphdk,IT,
hltphna,IT,
hltprca,IT,0.124758358830716
cancfre,IT,0.09110944157858242
cnfpplh,IT,0.23778692534077925
fnsdfml,IT,0.2672256851945454
jbexpvi,IT,-0.04552852942960417
jbexpti,IT,-0.06941774572387784
jbexpml,IT,-0.0863527703573402
jbexpmc,IT,-0.06155555541841283
jbexevl,IT,-0.04542838520921566
jbexevh,IT,-0.015970516888710193
jbexevc,IT,-0.012509180983623353
jbexera,IT,-0.018659744077804234
jbexecp,IT,-0.062275211077105035
jbexebs,IT,-0.055007576468006567
likrisk,IT,0.07982625867895607
liklead,IT,0.1375955236075037
sothnds,IT,0.055835124859798885
actcomp,IT,0.05038492481551186
mascfel,IT,0.027871463119720434
femifel,IT,-0.017786630815231783
impbemw,IT,0.08605386355436938
trmedmw,IT,0.04690453033918479
trwrkmw,IT,0.0358935083147425
trplcmw,IT,0.05088254930636136
trmdcnt,IT,0.08230965973243386
trwkcnt,IT,-0.010484642313598878
trplcnt,IT,0.06678591442929674
eqwrkbg,IT,0.18949164816078967
eqpolbg,IT,0.1694991287169116
eqmgmbg,IT,0.2166634579693247
eqpaybg,IT,0.2068591482498712
eqparep,IT,-0.13237904331000042
eqparlv,IT,-0.10354184857395951
freinsw,IT,-0.06787307318712102
fineqpy,IT,-0.1004358100198486
wlespdm,IT,0.029391525996443405
hhmmb,IT,0.16207307425552203
gndr,IT,-0.030884290782215336
yrbrn,IT,0.1704025375464656
rshpsts,IT,0.015846941073257997
dvrcdeva,IT,0.045184399112618165
chldhhe,IT,0.09098121654231307
domicil,IT,-0.009426461580160682
paccmoro,IT,-0.0306775534151548
paccdwlr,IT,-0.03512226366985442
pacclift,IT,-0.053527644945431156
paccnbsh,IT,-0.04999887523100265
paccocrw,IT,-0.035187167372986876
paccxhoc,IT,-0.04931065638399141
paccnois,IT,-0.017904859870445152
paccinro,IT,-0.011410121422718649
eisced,IT,0.225004368192433
pdwrk,IT,0.13905618276974904
edctn,IT,0.09332183766007605
uempli,IT,-0.05671567938248354
dsbld,IT,-0.05995163519424545
rtrd,IT,-0.0499015112384149
hswrk,IT,-0.0744627945225961
mainact,IT,-0.05220348694918011
pdjobev,IT,0.0622590474643014
pdjobyr,IT,0.08047443587163057
emplrel,IT,0.0036651726947844257
wrkctra,IT,-0.12395641899939597
jbspv,IT,-0.04270941417670588
wkdcorga,IT,0.07862820664051023
iorgact,IT,0.08140588134555853
wkhct,IT,0.09157258658208642
tporgwk,IT,-0.05248926711674384
eiscedf,IT,0.16387051036317982
emprelp,IT,0.03859148676021037
wkhtotp,IT,0.09754511981635552
emprf14,IT,-0.12278605140085698
occf14b,IT,-0.17140161277176189
eiscedm,IT,0.15947325475875196
emprm14,IT,-0.13294027249090642
occm14b,IT,-0.12099946283482199
atncrse,IT,-0.10872337948269989
ipcrtiva,IT,-0.24325470985927664
impricha,IT,0.02539634142638997
ipeqopta,IT,-0.09571664359695559
ipshabta,IT,-0.09686373410573894
impsafea,IT,-0.07509397559162702
impdiffa,IT,-0.17570922326259397
ipfrulea,IT,-0.12627964717455267
ipudrsta,IT,-0.1392166708001594
ipmodsta,IT,-0.0207838487688994
ipgdtima,IT,-0.16024834619001013
impfreea,IT,-0.14921197101377834
iphlppla,IT,-0.11190181037171741
ipsucesa,IT,-0.17412448737987513
ipstrgva,IT,-0.0909922595447363
ipadvnta,IT,-0.10191515409341004
ipbhprpa,IT,-0.03400949529503527
iprspota,IT,-0.010331496838986848
iplylfra,IT,-0.13723820060434339
impenva,IT,-0.12664113090504844
imptrada,IT,-0.001610403857018052
impfuna,IT,-0.1910899746185176
respc19a,IT,-0.00707956932032737
symtc19,IT,0.0948970606474227
symtnc19,IT,0.13404080730561393
hinctnta,LT,0.28645905285021206
ppltrst,LT,0.266436723343863
sclmeet,LT,0.19004480288139095
health,LT,-0.27790842955181067
eduyrs,LT,0.13513703174152675
uempla,LT,-0.09767080755217677
marsts,LT,0.09954762448267668
agea,LT,-0.13581789516739695
trstplc,LT,0.2955947804625183
trstprl,LT,0.22021972847298477
rlgdgr,LT,0.014726479275133814
wkhtot,LT,0.02175854639899412
nwspol,LT,-0.050896051534144685
netusoft,LT,0.18227397955210367
netustm,LT,0.13947890006171165
pplfair,LT,0.2570860798578354
pplhlp,LT,0.2508917048260862
polintr,LT,-0.003173740473394916
psppsgva,LT,0.11482087284013359
actrolga,LT,0.08658931295009813
psppipla,LT,0.1437956916347214
cptppola,LT,0.06369246943309881
trstlgl,LT,0.24985900885132434
trstplt,LT,0.23135595364222708
trstprt,LT,0.1796403865479044
trstep,LT,0.23929891537231093
trstun,LT,0.21225203396520329
vote,LT,-0.07383668105423581
contplt,LT,-0.0008065448306080823
donprty,LT,-0.034688042326871456
sgnptit,LT,-0.08364451999990628
pbldmna,LT,-0.06686973894107391
bctprd,LT,-0.03750295528607525
pstplonl,LT,-0.06474999337808665
volunfp,LT,-0.04667971483301296
lrscale,LT,0.1490710329876391
stfeco,LT,0.4188281526838871
stfgov,LT,0.3313880951367439
stfdem,LT,0.3142621382664101
stfedu,LT,0.18886519449359626
stfhlth,LT,0.25172088100749607
gincdif,LT,0.09956151301293867
freehms,LT,-0.1008595534731727
hmsfmlsh,LT,0.07492854644959274
hmsacld,LT,-0.062769975690037
euftf,LT,0.18280161116249286
lrnobed,LT,-0.014400130073533926
imsmetn,LT,-0.1221149900928522
imdfetn,LT,-0.13132623314263606
impcntr,LT,-0.07163289817581175
imbgeco,LT,0.18162009603378068
imueclt,LT,0.1487347740464201
imwbcnt,LT,0.20262321377280068
happy,LT,0.6308901771978359
inprdsc,LT,0.15605087397746478
sclact,LT,0.1665300238045527
crmvct,LT,0.1124297464174131
aesfdrk,LT,-0.1735348058115747
